Index,Cr,Co,C,Density,BCC_A2#1,BCC_A2#2,M23C6#1,HCS,GRF,SR,Maximum nunmber density,Precipitation speed
218,0.1,0.0475,0.0034,7799.0052,0.045736,0.879157,0.075108,1.8008,30.7946,223.24,5.75E+24,1.60E+20
219,0.1,0.0475,0.0037,7797.2637,0.040437,0.877916,0.081647,1.6645,33.5124,220.53,4.94E+24,1.37E+20
220,0.1,0.0475,0.004,7795.5231,0.03515,0.876678,0.088172,1.5599,36.2133,218.83,3.95E+24,1.10E+20
221,0.1,0.05,0.001,7813.9606,0.088558,0.889157,0.022285,1.3873,10.2512,71.1,7.38E+24,4.78E+20
222,0.1,0.05,0.0013,7812.2125,0.083166,0.887894,0.028939,1.5899,12.7433,100.09,8.42E+24,5.11E+20
223,0.1,0.05,0.0016,7810.4652,0.077786,0.886635,0.035579,1.9225,15.458,139.85,8.83E+24,4.91E+20
224,0.1,0.05,0.0019,7808.7187,0.072418,0.885378,0.042205,2.0372,18.0041,175.44,8.79E+24,4.39E+20
225,0.1,0.05,0.0022,7806.9729,0.067061,0.884123,0.048816,2.3212,20.4143,211.18,8.43E+24,3.80E+20
226,0.1,0.05,0.0025,7805.228,0.061716,0.882872,0.055412,2.3713,23.0654,229.97,7.86E+24,3.16E+20
227,0.1,0.05,0.0028,7803.4838,0.056382,0.881623,0.061995,2.1458,25.8126,228.08,7.18E+24,2.50E+20
228,0.1,0.05,0.0031,7801.7404,0.05106,0.880377,0.068563,1.9516,28.3303,225.3,6.46E+24,1.98E+20
229,0.1,0.05,0.0034,7799.9977,0.045749,0.879133,0.075118,1.804,30.9322,223.56,5.75E+24,1.60E+20
230,0.1,0.05,0.0037,7798.2559,0.04045,0.877892,0.081658,1.6654,33.6629,220.83,4.89E+24,1.36E+20
231,0.1,0.05,0.004,7796.5148,0.035162,0.876654,0.088184,1.5611,36.371,219.14,3.86E+24,1.07E+20
232,0.1025,0,0.001,7793.3705,0.090752,0.887024,0.022224,1.0831,9.1388,50.09,7.86E+24,1.03E+21
233,0.1025,0,0.0013,7791.6312,0.085373,0.885767,0.028859,1.1767,11.4498,68.1,9.02E+24,1.11E+21
234,0.1025,0,0.0016,7789.8927,0.080006,0.884513,0.035481,1.2932,13.8183,89.09,9.50E+24,1.09E+21
235,0.1025,0,0.0019,7788.155,0.07465,0.883262,0.042088,1.486,16.3046,116.1,9.46E+24,9.69E+20
236,0.1025,0,0.0022,7786.4181,0.069306,0.882013,0.048681,1.8602,18.6475,156.57,9.07E+24,8.28E+20
237,0.1025,0,0.0025,7784.682,0.063973,0.880768,0.05526,1.9611,20.8681,186.92,8.44E+24,6.79E+20
238,0.1025,0,0.0028,7782.9466,0.058652,0.879524,0.061824,2.1524,23.4519,212.4,7.70E+24,5.48E+20
239,0.1025,0,0.0031,7781.212,0.053342,0.878284,0.068375,1.966,25.8045,211,6.91E+24,4.25E+20
240,0.1025,0,0.0034,7779.4782,0.048043,0.877046,0.074911,1.7906,28.3363,207.63,6.13E+24,3.24E+20
241,0.1025,0,0.0037,7777.7451,0.042756,0.87581,0.081433,1.6512,30.6567,204.95,5.39E+24,2.45E+20
242,0.1025,0,0.004,7776.0128,0.03748,0.874578,0.087942,1.5388,33.2877,202.38,4.72E+24,1.83E+20
243,0.1025,0.0025,0.001,7794.2534,0.090779,0.886995,0.022226,1.1022,9.283,51.1,7.86E+24,9.92E+20
244,0.1025,0.0025,0.0013,7792.5137,0.085399,0.885738,0.028863,1.1835,11.5143,69.1,9.01E+24,1.09E+21
245,0.1025,0.0025,0.0016,7790.7749,0.080031,0.884484,0.035485,1.319,13.9916,91.1,9.49E+24,1.05E+21
246,0.1025,0.0025,0.0019,7789.0368,0.074674,0.883233,0.042093,1.5417,16.2871,119.94,9.45E+24,9.31E+20
247,0.1025,0.0025,0.0022,7787.2995,0.069329,0.881984,0.048687,1.8765,18.7395,159.36,9.06E+24,8.14E+20
248,0.1025,0.0025,0.0025,7785.5629,0.063996,0.880738,0.055267,1.9903,21.0756,190.5,8.44E+24,6.66E+20
249,0.1025,0.0025,0.0028,7783.8272,0.058674,0.879494,0.061832,2.1682,23.5712,214.87,7.70E+24,5.25E+20
250,0.1025,0.0025,0.0031,7782.0922,0.053363,0.878254,0.068383,1.956,25.9331,211.97,6.91E+24,4.10E+20
251,0.1025,0.0025,0.0034,7780.3579,0.048064,0.877016,0.074921,1.7954,28.4743,209.68,6.13E+24,3.12E+20
252,0.1025,0.0025,0.0037,7778.6245,0.042776,0.87578,0.081444,1.6521,30.904,206.5,5.40E+24,2.36E+20
253,0.1025,0.0025,0.004,7776.8918,0.037499,0.874547,0.087953,1.5348,33.3526,203.88,4.73E+24,1.77E+20
254,0.1025,0.005,0.001,7795.1421,0.090804,0.886966,0.022229,1.121,9.2278,52.09,7.86E+24,9.53E+20
255,0.1025,0.005,0.0013,7793.4021,0.085424,0.885709,0.028867,1.2241,11.5794,71.1,9.01E+24,1.02E+21
256,0.1025,0.005,0.0016,7791.6628,0.080055,0.884455,0.03549,1.344,13.9653,93.09,9.48E+24,1.01E+21
257,0.1025,0.005,0.0019,7789.9243,0.074698,0.883203,0.042099,1.6009,16.3699,124.02,9.45E+24,8.94E+20
258,0.1025,0.005,0.0022,7788.1866,0.069352,0.881955,0.048693,1.8979,18.7317,162.43,9.05E+24,7.63E+20
259,0.1025,0.005,0.0025,7786.4497,0.064018,0.880708,0.055274,2.037,21.1858,194.63,8.43E+24,6.40E+20
260,0.1025,0.005,0.0028,7784.7135,0.058695,0.879465,0.06184,2.1914,23.5905,218.01,7.69E+24,5.04E+20
261,0.1025,0.005,0.0031,7782.9781,0.053384,0.878224,0.068392,1.9812,26.0616,215.24,6.90E+24,3.92E+20
262,0.1025,0.005,0.0034,7781.2435,0.048084,0.876986,0.07493,1.815,28.612,212.56,6.13E+24,3.01E+20
263,0.1025,0.005,0.0037,7779.5097,0.042795,0.87575,0.081454,1.6754,30.9539,209.89,5.39E+24,2.27E+20
264,0.1025,0.005,0.004,7777.7766,0.037518,0.874517,0.087964,1.5592,33.5169,207.27,4.73E+24,1.71E+20
265,0.1025,0.0075,0.001,7796.0367,0.09083,0.886938,0.022232,1.1383,9.3732,53.1,7.85E+24,9.17E+20
266,0.1025,0.0075,0.0013,7794.2962,0.085449,0.885681,0.028871,1.2293,11.545,72.09,9.00E+24,1.01E+21
267,0.1025,0.0075,0.0016,7792.5566,0.080079,0.884427,0.035495,1.395,14.0395,96.09,9.48E+24,9.71E+20
268,0.1025,0.0075,0.0019,7790.8177,0.074721,0.883175,0.042104,1.6739,16.553,128.81,9.44E+24,8.79E+20
269,0.1025,0.0075,0.0022,7789.0796,0.069374,0.881926,0.0487,1.9387,18.9241,166.59,9.05E+24,7.51E+20
270,0.1025,0.0075,0.0025,7787.3423,0.06404,0.88068,0.055281,2.0677,21.2962,198.18,8.43E+24,6.16E+20
271,0.1025,0.0075,0.0028,7785.6057,0.058716,0.879436,0.061848,2.152,23.8099,216.93,7.69E+24,4.85E+20
272,0.1025,0.0075,0.0031,7783.8699,0.053404,0.878195,0.068401,1.944,26.1901,214.14,6.90E+24,3.77E+20
273,0.1025,0.0075,0.0034,7782.1349,0.048103,0.876957,0.07494,1.777,28.6495,211.44,6.13E+24,2.91E+20
274,0.1025,0.0075,0.0037,7780.4007,0.042814,0.875721,0.081465,1.6402,31.109,208.79,5.40E+24,2.20E+20
275,0.1025,0.0075,0.004,7778.6672,0.037536,0.874488,0.087976,1.5235,33.7808,206.15,4.73E+24,1.65E+20
276,0.1025,0.01,0.001,7796.9371,0.090855,0.88691,0.022235,1.1549,9.4194,54.1,7.85E+24,8.84E+20
277,0.1025,0.01,0.0013,7795.1962,0.085473,0.885653,0.028874,1.2348,11.6113,73.09,8.99E+24,9.70E+20
278,0.1025,0.01,0.0016,7793.4562,0.080102,0.884398,0.035499,1.418,14.114,98.09,9.47E+24,9.33E+20
279,0.1025,0.01,0.0019,7791.7169,0.074744,0.883147,0.04211,1.7373,16.5366,133.22,9.43E+24,8.47E+20
280,0.1025,0.01,0.0022,7789.9784,0.069396,0.881898,0.048706,1.9516,18.9169,169.29,9.04E+24,7.24E+20
281,0.1025,0.01,0.0025,7788.2407,0.064061,0.880651,0.055288,2.1115,21.4068,202.41,8.42E+24,5.94E+20
282,0.1025,0.01,0.0028,7786.5037,0.058737,0.879407,0.061856,2.1423,23.9292,217.79,7.69E+24,4.68E+20
283,0.1025,0.01,0.0031,7784.7676,0.053424,0.878166,0.06841,1.9373,26.4182,215.02,6.90E+24,3.72E+20
284,0.1025,0.01,0.0034,7783.0322,0.048123,0.876928,0.07495,1.7696,28.7869,212.3,6.13E+24,2.81E+20
285,0.1025,0.01,0.0037,7781.2975,0.042833,0.875692,0.081475,1.6325,31.3638,209.63,5.40E+24,2.12E+20
286,0.1025,0.01,0.004,7779.5637,0.037554,0.874459,0.087987,1.5154,33.8442,206.98,4.73E+24,1.63E+20
287,0.1025,0.0125,0.001,7797.8433,0.090879,0.886883,0.022238,1.1714,9.3663,55.09,7.85E+24,8.54E+20
288,0.1025,0.0125,0.0013,7796.1021,0.085496,0.885626,0.028878,1.2722,11.6782,75.09,8.99E+24,9.15E+20
289,0.1025,0.0125,0.0016,7794.3616,0.080125,0.884371,0.035504,1.4402,14.2892,100.1,9.46E+24,9.00E+20
290,0.1025,0.0125,0.0019,7792.622,0.074766,0.883119,0.042115,1.801,16.6205,137.75,9.43E+24,8.16E+20
291,0.1025,0.0125,0.0022,7790.8831,0.069418,0.88187,0.048712,1.9847,19.1099,173.15,9.04E+24,6.97E+20
292,0.1025,0.0125,0.0025,7789.1449,0.064082,0.880623,0.055295,2.1468,21.4175,205.95,8.42E+24,5.70E+20
293,0.1025,0.0125,0.0028,7787.4076,0.058757,0.879379,0.061864,2.1348,23.9486,218.59,7.68E+24,4.52E+20
294,0.1025,0.0125,0.0031,7785.671,0.053443,0.878138,0.068419,1.9297,26.5464,215.82,6.90E+24,3.60E+20
295,0.1025,0.0125,0.0034,7783.9352,0.048141,0.876899,0.074959,1.7623,29.0241,213.12,6.13E+24,2.72E+20
296,0.1025,0.0125,0.0037,7782.2002,0.042851,0.875664,0.081486,1.6262,31.4183,210.43,5.40E+24,2.05E+20
297,0.1025,0.0125,0.004,7780.466,0.037572,0.87443,0.087998,1.5235,34.1073,208.79,4.73E+24,1.57E+20
298,0.1025,0.015,0.001,7798.7554,0.090903,0.886856,0.022241,1.187,9.414,56.09,7.84E+24,8.28E+20
299,0.1025,0.015,0.0013,7797.0138,0.08552,0.885598,0.028882,1.2763,11.8458,76.1,8.99E+24,9.02E+20
300,0.1025,0.015,0.0016,7795.273,0.080148,0.884344,0.035508,1.4617,14.3649,102.1,9.46E+24,8.68E+20
301,0.1025,0.015,0.0019,7793.5329,0.074788,0.883092,0.042121,1.8371,16.8048,141.08,9.42E+24,7.87E+20
302,0.1025,0.015,0.0022,7791.7936,0.069439,0.881842,0.048719,2.0052,19.1033,176.34,9.03E+24,6.72E+20
303,0.1025,0.015,0.0025,7790.0551,0.064102,0.880595,0.055302,2.187,21.6283,209.72,8.42E+24,5.51E+20
304,0.1025,0.015,0.0028,7788.3173,0.058777,0.879351,0.061872,2.1263,24.1685,219.37,7.68E+24,4.46E+20
305,0.1025,0.015,0.0031,7786.5804,0.053463,0.87811,0.068427,1.9207,26.6746,216.6,6.90E+24,3.47E+20
306,0.1025,0.015,0.0034,7784.8442,0.04816,0.876871,0.074969,1.7544,29.0612,213.86,6.13E+24,2.64E+20
307,0.1025,0.015,0.0037,7783.1088,0.042868,0.875635,0.081496,1.6303,31.5724,212.21,5.40E+24,2.03E+20
308,0.1025,0.015,0.004,7781.3741,0.037588,0.874402,0.08801,1.5134,34.1701,209.56,4.74E+24,1.52E+20
309,0.1025,0.0175,0.001,7799.6734,0.090927,0.886829,0.022244,1.2015,9.5624,57.1,7.84E+24,8.00E+20
310,0.1025,0.0175,0.0013,7797.9314,0.085543,0.885572,0.028885,1.3123,11.8142,78.09,8.98E+24,8.71E+20
311,0.1025,0.0175,0.0016,7796.1902,0.08017,0.884317,0.035513,1.4824,14.4411,104.1,9.46E+24,8.38E+20
312,0.1025,0.0175,0.0019,7794.4497,0.074809,0.883065,0.042126,1.8851,16.7897,144.99,9.42E+24,7.63E+20
313,0.1025,0.0175,0.0022,7792.71,0.06946,0.881815,0.048725,2.0219,19.1969,179.35,9.03E+24,6.45E+20
314,0.1025,0.0175,0.0025,7790.9711,0.064122,0.880568,0.055309,2.233,21.6395,213.95,8.42E+24,5.32E+20
315,0.1025,0.0175,0.0028,7789.2329,0.058796,0.879324,0.06188,2.1189,24.2881,220.1,7.68E+24,4.30E+20
316,0.1025,0.0175,0.0031,7787.4956,0.053481,0.878083,0.068436,1.9137,26.7029,217.34,6.90E+24,3.36E+20
317,0.1025,0.0175,0.0034,7785.759,0.048178,0.876844,0.074978,1.7502,29.1982,214.59,6.13E+24,2.56E+20
318,0.1025,0.0175,0.0037,7784.0232,0.042886,0.875608,0.081507,1.6243,31.8264,212.93,5.40E+24,1.96E+20
319,0.1025,0.0175,0.004,7782.2881,0.037605,0.874374,0.088021,1.5072,34.3324,210.27,4.74E+24,1.48E+20
320,0.1025,0.02,0.001,7800.5973,0.09095,0.886803,0.022247,1.2159,9.5116,58.09,7.85E+24,7.72E+20
321,0.1025,0.02,0.0013,7798.8549,0.085565,0.885545,0.028889,1.3152,11.8831,79.09,8.98E+24,8.40E+20
322,0.1025,0.02,0.0016,7797.1133,0.080192,0.88429,0.035517,1.5279,14.518,107.1,9.45E+24,8.04E+20
323,0.1025,0.02,0.0019,7795.3724,0.074831,0.883038,0.042131,1.9058,16.8749,147.69,9.42E+24,7.20E+20
324,0.1025,0.02,0.0022,7793.6323,0.069481,0.881788,0.048731,2.0381,19.391,182.39,9.03E+24,6.24E+20
325,0.1025,0.02,0.0025,7791.893,0.064142,0.880541,0.055317,2.2873,21.7507,218.56,8.42E+24,5.15E+20
326,0.1025,0.02,0.0028,7790.1545,0.058815,0.879297,0.061888,2.1111,24.3079,220.81,7.68E+24,4.16E+20
327,0.1025,0.02,0.0031,7788.4167,0.0535,0.878055,0.068445,1.9091,26.8311,218.01,6.90E+24,3.24E+20
328,0.1025,0.02,0.0034,7786.6797,0.048195,0.876817,0.074988,1.7559,29.4351,216.31,6.13E+24,2.48E+20
329,0.1025,0.02,0.0037,7784.9435,0.042903,0.87558,0.081517,1.6173,31.98,213.63,5.40E+24,1.90E+20
330,0.1025,0.02,0.004,7783.2081,0.037621,0.874347,0.088032,1.5007,34.5944,210.95,4.74E+24,1.43E+20
331,0.1025,0.0225,0.001,7801.5271,0.090973,0.886777,0.022249,1.2298,9.5617,59.09,7.85E+24,7.48E+20
332,0.1025,0.0225,0.0013,7799.7843,0.085588,0.885519,0.028893,1.3498,12.0528,81.1,8.98E+24,7.96E+20
333,0.1025,0.0225,0.0016,7798.0423,0.080214,0.884264,0.035522,1.5469,14.4954,109.09,9.45E+24,7.78E+20
334,0.1025,0.0225,0.0019,7796.301,0.074851,0.883012,0.042137,1.9235,17.0607,150.27,9.42E+24,6.96E+20
335,0.1025,0.0225,0.0022,7794.5605,0.069501,0.881762,0.048737,2.0638,19.4854,185.99,9.03E+24,6.03E+20
336,0.1025,0.0225,0.0025,7792.8208,0.064161,0.880515,0.055324,2.3202,21.9623,221.83,8.42E+24,4.99E+20
337,0.1025,0.0225,0.0028,7791.0819,0.058834,0.87927,0.061896,2.1047,24.4277,221.46,7.69E+24,4.03E+20
338,0.1025,0.0225,0.0031,7789.3437,0.053517,0.878029,0.068454,1.9004,26.9593,218.69,6.91E+24,3.14E+20
339,0.1025,0.0225,0.0034,7787.6063,0.048213,0.87679,0.074998,1.7511,29.4719,216.95,6.13E+24,2.46E+20
340,0.1025,0.0225,0.0037,7785.8697,0.042919,0.875553,0.081528,1.6111,32.1334,214.27,5.41E+24,1.85E+20
341,0.1025,0.0225,0.004,7784.1339,0.037637,0.87432,0.088043,1.4954,34.656,211.59,4.75E+24,1.39E+20
342,0.1025,0.025,0.001,7802.4629,0.090996,0.886752,0.022252,1.2423,9.6126,60.09,7.85E+24,7.25E+20
343,0.1025,0.025,0.0013,7800.7197,0.08561,0.885494,0.028897,1.3826,12.1233,83.1,8.98E+24,7.88E+20
344,0.1025,0.025,0.0016,7798.9772,0.080235,0.884238,0.035527,1.5903,14.6734,112.1,9.45E+24,7.53E+20
345,0.1025,0.025,0.0019,7797.2355,0.074872,0.882986,0.042142,1.9657,17.0469,154.07,9.41E+24,6.89E+20
346,0.1025,0.025,0.0022,7795.4946,0.06952,0.881736,0.048744,2.084,19.5802,189.31,9.03E+24,5.83E+20
347,0.1025,0.025,0.0025,7793.7545,0.06418,0.880489,0.055331,2.3362,21.9741,224.01,8.42E+24,4.83E+20
348,0.1025,0.025,0.0028,7792.0152,0.058852,0.879244,0.061904,2.0978,24.5478,222.11,7.69E+24,3.90E+20
349,0.1025,0.025,0.0031,7790.2766,0.053535,0.878002,0.068463,1.9116,27.0876,220.31,6.91E+24,3.04E+20
350,0.1025,0.025,0.0034,7788.5389,0.04823,0.876763,0.075007,1.7462,29.7087,217.57,6.14E+24,2.38E+20
351,0.1025,0.025,0.0037,7786.8018,0.042935,0.875527,0.081538,1.6076,32.2866,214.88,5.41E+24,1.79E+20
352,0.1025,0.025,0.004,7785.0656,0.037653,0.874293,0.088055,1.5025,34.8174,213.21,4.75E+24,1.35E+20
353,0.1025,0.0275,0.001,7803.4046,0.091018,0.886727,0.022255,1.2549,9.7643,61.1,7.85E+24,7.03E+20
354,0.1025,0.0275,0.0013,7801.6609,0.085631,0.885468,0.0289,1.3843,12.1945,84.1,8.98E+24,7.46E+20
355,0.1025,0.0275,0.0016,7799.9181,0.080256,0.884213,0.035531,1.6077,14.652,114.09,9.45E+24,7.36E+20
356,0.1025,0.0275,0.0019,7798.176,0.074892,0.88296,0.042148,1.9767,17.1336,156.39,9.42E+24,6.53E+20
357,0.1025,0.0275,0.0022,7796.4347,0.06954,0.88171,0.04875,2.1004,19.6754,192.44,9.03E+24,5.65E+20
358,0.1025,0.0275,0.0025,7794.6942,0.064199,0.880463,0.055338,2.345,22.0862,225.6,8.42E+24,4.67E+20
359,0.1025,0.0275,0.0028,7792.9545,0.05887,0.879218,0.061912,2.0901,24.768,222.69,7.69E+24,3.77E+20
360,0.1025,0.0275,0.0031,7791.2155,0.053552,0.877976,0.068471,1.9053,27.2159,220.89,6.91E+24,2.94E+20
361,0.1025,0.0275,0.0034,7789.4773,0.048246,0.876737,0.075017,1.7405,29.7454,218.18,6.14E+24,2.31E+20
362,0.1025,0.0275,0.0037,7787.7399,0.042951,0.8755,0.081548,1.602,32.4397,215.47,5.42E+24,1.74E+20
363,0.1025,0.0275,0.004,7786.0033,0.037668,0.874266,0.088066,1.4984,35.0784,213.82,4.76E+24,1.32E+20
364,0.1025,0.03,0.001,7804.3522,0.09104,0.886702,0.022258,1.2671,9.8169,62.1,7.85E+24,6.82E+20
365,0.1025,0.03,0.0013,7802.6081,0.085652,0.885444,0.028904,1.4159,12.2665,86.1,8.98E+24,7.41E+20
366,0.1025,0.03,0.0016,7800.8649,0.080276,0.884188,0.035536,1.6456,14.8313,116.96,9.45E+24,7.13E+20
367,0.1025,0.03,0.0019,7799.1224,0.074912,0.882935,0.042153,1.9967,17.3209,159.18,9.42E+24,6.47E+20
368,0.1025,0.03,0.0022,7797.3807,0.069559,0.881685,0.048756,2.1193,19.6711,195.75,9.03E+24,5.48E+20
369,0.1025,0.03,0.0025,7795.6398,0.064217,0.880437,0.055345,2.3374,22.2986,226.15,8.42E+24,4.53E+20
370,0.1025,0.03,0.0028,7793.8997,0.058888,0.879193,0.06192,2.0865,24.8873,223.28,7.70E+24,3.66E+20
371,0.1025,0.03,0.0031,7792.1603,0.053569,0.877951,0.06848,1.8989,27.4444,221.47,6.92E+24,2.86E+20
372,0.1025,0.03,0.0034,7790.4217,0.048262,0.876711,0.075027,1.7369,29.9821,218.72,6.15E+24,2.24E+20
373,0.1025,0.03,0.0037,7788.6839,0.042967,0.875474,0.081559,1.6105,32.4925,217.04,5.42E+24,1.70E+20
374,0.1025,0.03,0.004,7786.9469,0.037683,0.87424,0.088077,1.4929,35.2391,214.34,4.76E+24,1.32E+20
375,0.1025,0.0325,0.001,7805.3058,0.091062,0.886677,0.022261,1.2779,9.7704,63.09,7.86E+24,6.61E+20
376,0.1025,0.0325,0.0013,7803.5613,0.085673,0.885419,0.028908,1.4464,12.3392,88.1,8.98E+24,7.18E+20
377,0.1025,0.0325,0.0016,7801.8177,0.080296,0.884163,0.03554,1.7024,14.8112,120.66,9.45E+24,6.91E+20
378,0.1025,0.0325,0.0019,7800.0748,0.074931,0.88291,0.042159,2.0213,17.4087,162.24,9.42E+24,6.28E+20
379,0.1025,0.0325,0.0022,7798.3327,0.069578,0.88166,0.048763,2.1545,19.8671,198.63,9.04E+24,5.32E+20
380,0.1025,0.0325,0.0025,7796.5914,0.064235,0.880412,0.055352,2.3318,22.4113,226.69,8.43E+24,4.40E+20
381,0.1025,0.0325,0.0028,7794.8508,0.058905,0.879167,0.061928,2.0796,24.9078,223.78,7.70E+24,3.56E+20
382,0.1025,0.0325,0.0031,7793.1111,0.053586,0.877925,0.068489,1.8942,27.4728,221.98,6.92E+24,2.78E+20
383,0.1025,0.0325,0.0034,7791.3721,0.048278,0.876686,0.075036,1.7317,30.0187,219.24,6.15E+24,2.18E+20
384,0.1025,0.0325,0.0037,7789.6339,0.042982,0.875449,0.081569,1.6067,32.7451,217.56,5.43E+24,1.65E+20
385,0.1025,0.0325,0.004,7787.8964,0.037697,0.874214,0.088089,1.4895,35.2996,214.88,4.76E+24,1.32E+20
386,0.1025,0.035,0.001,7806.2653,0.091083,0.886653,0.022264,1.2888,9.9247,64.1,7.86E+24,6.42E+20
387,0.1025,0.035,0.0013,7804.5205,0.085694,0.885395,0.028912,1.4468,12.4128,89.1,8.99E+24,6.81E+20
388,0.1025,0.035,0.0016,7802.7764,0.080316,0.884139,0.035545,1.7575,14.9918,124.35,9.45E+24,6.72E+20
389,0.1025,0.035,0.0019,7801.0332,0.07495,0.882886,0.042164,2.0376,17.4971,164.9,9.42E+24,6.09E+20
390,0.1025,0.035,0.0022,7799.2907,0.069596,0.881635,0.048769,2.1859,19.8636,201.72,9.04E+24,5.16E+20
391,0.1025,0.035,0.0025,7797.5489,0.064253,0.880387,0.055359,2.3274,22.5252,227.2,8.44E+24,4.28E+20
392,0.1025,0.035,0.0028,7795.808,0.058922,0.879142,0.061936,2.0766,25.1285,224.31,7.71E+24,3.46E+20
393,0.1025,0.035,0.0031,7794.0678,0.053602,0.8779,0.068498,1.8935,27.7014,222.5,6.93E+24,2.70E+20
394,0.1025,0.035,0.0034,7792.3284,0.048294,0.87666,0.075046,1.7287,30.1553,219.75,6.16E+24,2.10E+20
395,0.1025,0.035,0.0037,7790.5898,0.042997,0.875423,0.08158,1.6017,32.7975,218.05,5.44E+24,1.61E+20
396,0.1025,0.035,0.004,7788.852,0.037711,0.874189,0.0881,1.4852,35.4598,215.35,4.74E+24,1.32E+20
397,0.1025,0.0375,0.001,7807.2309,0.091104,0.886629,0.022267,1.2994,9.9799,65.1,7.87E+24,6.24E+20
398,0.1025,0.0375,0.0013,7805.4856,0.085714,0.88537,0.028915,1.4757,12.3871,91.09,8.99E+24,6.62E+20
399,0.1025,0.0375,0.0016,7803.7412,0.080336,0.884114,0.03555,1.8102,15.0731,128.01,9.46E+24,6.48E+20
400,0.1025,0.0375,0.0019,7801.9975,0.074969,0.882861,0.04217,2.0487,17.4861,167.29,9.42E+24,5.92E+20
401,0.1025,0.0375,0.0022,7800.2546,0.069614,0.881611,0.048775,2.2178,19.9605,204.78,9.04E+24,5.02E+20
402,0.1025,0.0375,0.0025,7798.5125,0.064271,0.880363,0.055367,2.3202,22.5386,227.67,8.44E+24,4.16E+20
403,0.1025,0.0375,0.0028,7796.7711,0.058939,0.879118,0.061944,2.0726,25.2493,224.77,7.71E+24,3.36E+20
404,0.1025,0.0375,0.0031,7795.0305,0.053618,0.877875,0.068507,1.8874,27.7301,222.95,6.94E+24,2.63E+20
405,0.1025,0.0375,0.0034,7793.2908,0.048309,0.876635,0.075056,1.7379,30.292,221.21,6.17E+24,2.05E+20
406,0.1025,0.0375,0.0037,7791.5517,0.043011,0.875398,0.08159,1.5991,33.0499,218.51,5.44E+24,1.56E+20
407,0.1025,0.0375,0.004,7789.8135,0.037725,0.874164,0.088111,1.494,35.6197,216.79,4.72E+24,1.31E+20
408,0.1025,0.04,0.001,7808.2024,0.091125,0.886606,0.02227,1.3465,10.036,67.1,7.87E+24,6.06E+20
409,0.1025,0.04,0.0013,7806.4568,0.085734,0.885347,0.028919,1.5044,12.4622,93.09,8.99E+24,6.59E+20
410,0.1025,0.04,0.0016,7804.7119,0.080355,0.884091,0.035554,1.8612,15.055,131.62,9.46E+24,6.29E+20
411,0.1025,0.04,0.0019,7802.9678,0.074988,0.882837,0.042175,2.0717,17.5755,170.36,9.43E+24,5.75E+20
412,0.1025,0.04,0.0022,7801.2245,0.069632,0.881587,0.048782,2.252,20.1579,207.7,9.05E+24,4.99E+20
413,0.1025,0.04,0.0025,7799.482,0.064288,0.880339,0.055374,2.3173,22.6522,228.11,8.45E+24,4.03E+20
414,0.1025,0.04,0.0028,7797.7402,0.058955,0.879093,0.061952,2.0846,25.2704,226.21,7.72E+24,3.27E+20
415,0.1025,0.04,0.0031,7795.9993,0.053634,0.877851,0.068516,1.8862,27.8589,223.4,6.94E+24,2.55E+20
416,0.1025,0.04,0.0034,7794.2591,0.048324,0.876611,0.075065,1.7362,30.5285,221.64,6.18E+24,2.00E+20
417,0.1025,0.04,0.0037,7792.5196,0.043026,0.875373,0.081601,1.5986,33.202,218.92,5.45E+24,1.52E+20
418,0.1025,0.04,0.004,7790.781,0.037739,0.874139,0.088122,1.494,35.8793,217.21,4.68E+24,1.30E+20
419,0.1025,0.0425,0.001,7809.18,0.091145,0.886582,0.022273,1.3556,9.9931,68.09,7.88E+24,5.91E+20
420,0.1025,0.0425,0.0013,7807.4339,0.085754,0.885323,0.028923,1.5315,12.5382,95.09,9.00E+24,6.27E+20
421,0.1025,0.0425,0.0016,7805.6887,0.080374,0.884067,0.035559,1.9022,15.2376,134.9,9.46E+24,6.12E+20
422,0.1025,0.0425,0.0019,7803.9442,0.075006,0.882813,0.04218,2.0737,17.6656,172.34,9.43E+24,5.60E+20
423,0.1025,0.0425,0.0022,7802.2005,0.06965,0.881563,0.048788,2.2892,20.2558,210.71,9.06E+24,4.86E+20
424,0.1025,0.0425,0.0025,7800.4575,0.064305,0.880315,0.055381,2.3126,22.7663,228.53,8.45E+24,3.93E+20
425,0.1025,0.0425,0.0028,7798.7154,0.058971,0.879069,0.06196,2.0839,25.3917,226.59,7.73E+24,3.18E+20
426,0.1025,0.0425,0.0031,7796.974,0.053649,0.877826,0.068524,1.884,28.0877,223.82,6.95E+24,2.54E+20
427,0.1025,0.0425,0.0034,7795.2334,0.048339,0.876586,0.075075,1.7358,30.6652,222.06,6.18E+24,1.95E+20
428,0.1025,0.0425,0.0037,7793.4936,0.04304,0.875349,0.081611,1.5973,33.254,219.3,5.46E+24,1.52E+20
429,0.1025,0.0425,0.004,7791.7545,0.037752,0.874114,0.088134,1.4906,36.0387,217.64,4.63E+24,1.29E+20
430,0.1025,0.045,0.001,7810.1636,0.091165,0.886559,0.022275,1.3645,10.0511,69.09,7.88E+24,5.73E+20
431,0.1025,0.045,0.0013,7808.4171,0.085773,0.8853,0.028927,1.5584,12.7149,97.1,9.00E+24,6.10E+20
